Parcel,Number,Ext,Dir,Street,Suffix,City,ZipCode,Subdivision,PlattedFrontage,MappedSQFT,ApproxTotal,UGDistrict
106647,3027,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"5,663.45",260,1
106645,3021,H,N,12TH,ST,KANSAS CITY,66104,BOULEVARD PARK,25,"2,718.27",210,1
106642,3039,,N,12TH,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"5,695.16",260,1
106639,3025,,N,12TH,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"5,419.60",260,1
106637,3021,,N,12TH,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"5,949.60",260,1
106636,3017,,N,12TH,ST,KANSAS CITY,66104,BOULEVARD PARK,100,"10,627.66",310,1
106633,3024,R,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"6,301.81",130,1
106631,3030,R,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,75,"8,985.12",150,1
106630,3032,R,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"6,163.52",130,1
106629,3032,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"5,758.06",260,1
106613,2931,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"6,073.18",260,1
106612,2935,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,47,"5,492.44",260,1
106608,3001,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,41,"7,198.24",270,1
106607,3005,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,42,"4,596.70",240,1
106606,3009,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,42,"5,264.48",260,1
106602,3031,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,50,"5,677.74",260,1
106600,3051,,N,BETHANY,ST,KANSAS CITY,66104,BOULEVARD PARK,25,"2,940.51",210,1
106517,2918,,N,BETHANY,ST,KANSAS CITY,66104,CARLSONS SUB,23.3,414.747,160,1
106508,2927,,N,12TH,ST,KANSAS CITY,66104,CARLSONS SUB,75,"9,228.43",310,1
106507,2935,R,N,12TH,ST,KANSAS CITY,66104,CARLSONS SUB,0,"19,490.04",370,1
106502,2943,,N,12TH,ST,KANSAS CITY,66104,CARLSONS SUB,85,"22,808.13",430,1
106501,2945,,N,12TH,ST,KANSAS CITY,66104,CARLSONS SUB,37.5,"9,726.51",300,1
106315,1135,,,QUINDARO,BLVD,KANSAS CITY,66104,MAYWOOD ADD,53,"2,619.03",210,1
106312,1136,,,QUINDARO,BLVD,KANSAS CITY,66104,MAYWOOD ADD,0,"5,283.68","3,790.00",1
106310,1126,H,,QUINDARO,BLVD,KANSAS CITY,66104,MAYWOOD ADD,68,"8,588.70","7,540.00",1
106223,1117,,,KIMBALL,AVE,KANSAS CITY,66104,"PARKWOOD B1‐5,12‐13",30,"5,064.53","17,990.00",1
106222,1115,,,KIMBALL,AVE,KANSAS CITY,66104,"PARKWOOD B1‐5,12‐13",30,"5,361.39",260,1
106219,1119,R,,KIMBALL,AVE,KANSAS CITY,66104,"PARKWOOD B1‐5,12‐13",0,"1,484.54",100,1
106187,2802,,,PARKWOOD,BLVD,KANSAS CITY,66104,"PARKWOOD B1‐5,12‐13",65,"6,387.02",270,1
105918,3007,,N,10TH,ST,KANSAS CITY,66104,PARKWOOD FARMS,55,"19,159.76",400,1
105903,3008,,N,MILL,ST,KANSAS CITY,66101,PARKWOOD FARMS,60,"6,281.80",270,1
105625,2736,,N,39TH,ST,KANSAS CITY,66104,SUNSET RIDGE,90,"17,695.36",380,1
105438,3000,,N,42ND,ST,KANSAS CITY,66104,ORCHARD HEIGHTS,78,"15,062.17","4,820.00",1
105437,3004,,N,42ND,ST,KANSAS CITY,66104,ORCHARD HEIGHTS,100,"18,697.48","4,930.00",1
105426,3001,,N,42ND,ST,KANSAS CITY,66104,ORCHARD HEIGHTS,178,"54,085.04","6,050.00",1
105407,3001,,N,40TH,ST,KANSAS CITY,66104,ORCHARD HEIGHTS,65.8,"15,738.97","11,130.00",1
105347,2949,,N,42ND,ST,KANSAS CITY,66104,KILWINNING ADD,66.67,"25,266.29","5,080.00",1
105311,2915,,N,39TH,ST,KANSAS CITY,66104,KILWINNING ADD,66.75,"9,797.81",300,1
105123,2839,R,N,38TH,ST,KANSAS CITY,66104,CHICKS SUB,0,"31,114.99",260,1
105120,2849,,N,38TH,ST,KANSAS CITY,66104,CHICKS SUB,39.2,"4,620.87",240,1
104224,3320,,,KIMBALL,AVE,KANSAS CITY,66104,UNIVERSITY HEIGHTS,52.5,"6,368.71","7,610.00",1
103779,1401,,,CENTRAL,AVE,KANSAS CITY,66102,REYNOLDS GRANDVIEW PARK,0,"2,972.02","1,830.00",2
103737,23,,S,18TH,ST,KANSAS CITY,66102,REYNOLDS GRANDVIEW PARK,50,"6,622.79",760,2
103231,1221,,,CENTRAL,AVE,KANSAS CITY,66102,BOSTON PLACE B9‐22,24.2,"1,854.74","5,010.00",2
103207,12,,N,THORPE,ST,KANSAS CITY,66102,BOSTON PLACE B9‐22,50,"2,962.76",730,2
103102,216,,N,12TH,ST,KANSAS CITY,66102,BOSTON PLACE B9‐22,50,"6,424.62",880,2
103059,219,,N,THORPE,ST,KANSAS CITY,66102,BOSTON PLACE B9‐22,50,"6,481.15",890,2
102428,2038,,N,33RD,TER,KANSAS CITY,66104,VICTORY MANOR,65,"6,981.99",270,4
102301,2140,,N,33RD,ST,KANSAS CITY,66104,OWENS RES,35,"4,720.28",250,4
102026,2151,,N,32ND,ST,KANSAS CITY,66104,UNIVERSITY PARK SUB OF AN ADD TO,10,551.056,160,4
101996,3129,,,CLEVELAND,AVE,KANSAS CITY,66104,UNIVERSITY PARK SUB OF AN ADD TO,186,"17,834.35",380,1
101995,3143,,,CLEVELAND,AVE,KANSAS CITY,66104,UNIVERSITY PARK SUB OF AN ADD TO,57.5,"7,380.72",280,1
101982,3201,,,CLEVELAND,AVE,KANSAS CITY,66104,UNIVERSITY PARK SUB OF AN ADD TO,42,"6,005.78",260,1
101969,3176,,,CLEVELAND,AVE,KANSAS CITY,66104,UNIVERSITY PARK SUB OF AN ADD TO,10,"1,279.75",180,1
101936,3238,,,CLEVELAND,AVE,KANSAS CITY,66104,UNIVERSITY PARK SUB OF AN ADD TO,60,"7,377.28",280,1
101764,3131,,,LAFAYETTE,AVE,KANSAS CITY,66104,SPRINGFIELD MANOR,50,"6,299.74","8,290.00",4
101709,2305,,N,32ND,ST,KANSAS CITY,66104,SPRINGFIELD MANOR,105,"8,158.80",290,4
101672,3003,,,LAFAYETTE,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,45,"5,617.67",260,4
101641,2911,,,STEWART,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,100,"12,884.44","6,860.00",4
101640,2901,,,STEWART,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,50,"6,438.97",270,4
101637,2745,,,STEWART,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,35,"4,600.37",250,4
101635,2741,,,STEWART,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,37.5,"4,583.48",250,4
101631,2733,,,STEWART,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,37.5,"4,853.46",250,4
101616,2740,,,STEWART,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,50,"6,355.96",270,4
101609,2723,,,LAFAYETTE,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,50,"6,504.90",270,4
101607,2719,,,LAFAYETTE,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,25,"3,150.12",110,4
101605,2715,,,LAFAYETTE,AVE,KANSAS CITY,66104,CHELSEA SPRINGS ADD,57.5,"7,351.66",140,4
101112,2703,R,,LAFAYETTE,AVE,KANSAS CITY,66104,TOUVANTS TRACTS RESUB,30,293.102,80,4
101106,2111,,N,27TH,ST,KANSAS CITY,66104,TOUVANTS TRACTS RESUB,127.1,"12,063.86",320,4
100613,2615,,N,33RD,ST,KANSAS CITY,66104,HIGHLANDS,65,"6,812.49",270,1
100502,2715,,N,31ST,ST,KANSAS CITY,66104,FREDERICK HEIGHTS L1‐10,47,"5,774.87",260,1
100178,3032,,N,33RD,ST,KANSAS CITY,66104,GERDING GARDENS,75,"12,117.75",330,1
100107,3055,R,N,32ND,ST,KANSAS CITY,66104,GERDING GARDENS,0,"3,811.90",120,1
1000,2515,,N,63RD,ST,KANSAS CITY,66104,WEST QUIVIRIAN ACRES,0,"124,891.68","13,930.00",8
