Parcel,Number,Ext,Dir,Street,Suffix,City,ZipCode,Subdivision,PlattedFrontage,MappedSQFT,ApproxTotal,UGDistrict
168344,1938,,S,40TH,ST,KANSAS CITY,66106,HADLEYS EXT,48,"4,807.56",460,3
168323,1919,,S,40TH,ST,KANSAS CITY,66106,HADLEYS EXT,336,"36,865.57",960,3
168315,1919,,S,39TH,ST,KANSAS CITY,66106,HADLEYS EXT,96,"10,531.49",560,3
168311,1912,,S,38TH,ST,KANSAS CITY,66106,HADLEYS EXT,72,"8,059.87","1,050.00",3
168310,1918,,S,38TH,ST,KANSAS CITY,66106,HADLEYS EXT,24,"2,622.87",810,3
168309,1920,,S,38TH,ST,KANSAS CITY,66106,HADLEYS EXT,72,"8,148.77","1,050.00",3
168308,1928,,S,38TH,ST,KANSAS CITY,66106,HADLEYS EXT,48,"5,300.17",950,3
168307,1936,,S,38TH,ST,KANSAS CITY,66106,HADLEYS EXT,56,"6,477.62",500,3
168226,1906,,S,37TH,TER,KANSAS CITY,66106,HADLEYS ADD,72,"6,951.06",510,3
168225,3611,,,DOUGLAS,AVE,KANSAS CITY,66106,HADLEYS ADD,112,"5,180.41",940,3
168214,1906,,S,37TH,ST,KANSAS CITY,66106,HADLEYS ADD,96,"10,519.01",560,3
168213,3611,R,,DOUGLAS,AVE,KANSAS CITY,66106,HADLEYS ADD,48,"5,354.64",950,3
168211,1927,,S,37TH,ST,KANSAS CITY,66106,HADLEYS ADD,48,"5,224.68",940,3
167630,3824,,N,37TH,ST,KANSAS CITY,66104,WESTERN UNIVERSITY ANNEX,150,"19,457.42",540,1
167303,3404,,,DELAVAN,AVE,KANSAS CITY,66104,SORTORS 2ND SUB,50,"5,864.51",260,1
167221,3701,,,DELAVAN,AVE,KANSAS CITY,66104,SORTORS SUB,50,"10,746.35","4,630.00",1
167220,3711,,,DELAVAN,AVE,KANSAS CITY,66104,SORTORS SUB,50,"11,355.68","4,720.00",1
167019,3412,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",225,"25,490.19","10,170.00",1
167012,3500,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",69.1,"11,726.84",950,1
167011,3508,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",68.03,"12,336.78",950,1
167010,3504,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",114.25,"12,069.68",950,1
167008,3509,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",70,"7,733.62",810,1
167007,3503,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",63.8,"8,097.99",840,1
167006,3505,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",63.8,"5,543.59",810,1
167005,3501,,N,40TH,ST,KANSAS CITY,66104,"WEAVER,NEAL ESTATES RES L1‐51",94.21,"8,126.90",840,1
166441,3119,,,STRONG,AVE,KANSAS CITY,66106,ADAMS & KINGS ADD B8‐15,102.5,"12,274.45","35,660.00",6
166404,1419,,S,32ND,ST,KANSAS CITY,66106,ADAMS & KINGS ADD B8‐15,95,"10,952.56","39,540.00",6
165213,3306,,N,33RD,ST,KANSAS CITY,66104,WESTERN UNIVERSITY PLACE,142.5,"42,811.29","12,140.00",1
165032,3117,,,DELAVAN,AVE,KANSAS CITY,66104,ARBOR PARK,75,"7,979.03",280,1
165024,3005,,,DELAVAN,AVE,KANSAS CITY,66104,ARBOR PARK,37.5,"4,251.63",240,1
165019,3016,,,DELAVAN,AVE,KANSAS CITY,66104,ARBOR PARK,37.5,"4,333.75",240,1
164928,2937,,,DELAVAN,AVE,KANSAS CITY,66104,FARRELL PLACE,100,"11,607.43",320,1
164923,2911,,,DELAVAN,AVE,KANSAS CITY,66104,FARRELL PLACE,50,"5,727.83",260,1
164921,2905,,,DELAVAN,AVE,KANSAS CITY,66104,FARRELL PLACE,64,"7,588.25",280,1
164619,3224,,N,33RD,ST,KANSAS CITY,66104,SORTORS GREEN HILL ADD,0,"24,916.87",450,1
164602,3223,,N,33RD,ST,KANSAS CITY,66104,SORTORS GREEN HILL ADD,50.6,"22,534.28",430,1
164601,3225,,N,33RD,ST,KANSAS CITY,66104,SORTORS GREEN HILL ADD,36,"11,652.95",320,1
164508,3246,,N,31ST,ST,KANSAS CITY,66104,RICHMOND ACRES,0,"19,055.00",200,1
164322,3422,,N,31ST,ST,KANSAS CITY,66104,VERNON PLACE,50,"6,705.84",410,1
164321,3414,,N,31ST,ST,KANSAS CITY,66104,VERNON PLACE,25,"3,374.99",690,1
164318,3403,,N,32ND,ST,KANSAS CITY,66104,VERNON PLACE,100,"13,727.86","1,030.00",1
164308,3424,,N,31ST,ST,KANSAS CITY,66104,VERNON PLACE,50,"6,580.71",410,1
164307,3418,,N,31ST,ST,KANSAS CITY,66104,VERNON PLACE,50,"6,987.07",830,1
164306,3429,,N,31ST,ST,KANSAS CITY,66104,VERNON PLACE,50,"6,939.93",420,1
164301,3425,,N,31ST,ST,KANSAS CITY,66104,VERNON PLACE,75,"10,011.77",960,1
164300,3427,,N,31ST,ST,KANSAS CITY,66104,VERNON PLACE,75,"9,961.72",480,1
164012,2701,,,ENDICOTT,AVE,KANSAS CITY,66104,WESTERN UNIVERSITY HEIGHTS,50,"5,780.73",790,1
163900,3638,,N,31ST,TER,KANSAS CITY,66104,GRANGERS SUB,338,"51,087.19","2,940.00",1
163830,3525,,N,33RD,ST,KANSAS CITY,66104,BOOKER,100,"11,499.39","1,000.00",1
163826,3514,,N,32ND,TER,KANSAS CITY,66104,BOOKER,100,"11,990.36",500,1
163821,3445,,N,33RD,ST,KANSAS CITY,66104,BOOKER,50,"5,568.81",780,1
163820,3453,,N,33RD,ST,KANSAS CITY,66104,BOOKER,45,"5,140.15",760,1
163814,3520,,N,32ND,TER,KANSAS CITY,66104,BOOKER,100,"11,290.33",500,1
163813,3502,,N,32ND,TER,KANSAS CITY,66104,BOOKER,100,"11,551.89",500,1
163810,3438,,N,32ND,TER,KANSAS CITY,66104,BOOKER,100,"11,341.02",500,1
163809,3430,,N,32ND,TER,KANSAS CITY,66104,BOOKER,100,"11,475.75",500,1
163808,3422,,N,32ND,TER,KANSAS CITY,66104,BOOKER,100,"11,239.26","1,000.00",1
163461,2935,,N,27TH,ST,KANSAS CITY,66104,KENWOOD,40,"4,622.53",250,4
163439,2914,,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"5,401.96",260,4
163438,2916,,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"5,327.09",260,4
163397,2855,,N,27TH,ST,KANSAS CITY,66104,KENWOOD,40,"14,777.03",350,4
163372,2809,R,N,26TH,ST,KANSAS CITY,66104,KENWOOD,0,"18,493.91",400,4
163356,2835,R,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,444.62",130,4
163355,2839,R,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,575.24",130,4
163354,2843,,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,717.58",140,4
163353,2843,,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,697.99",140,4
163352,2847,R,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,326.86",130,4
163351,2853,R,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,541.58",130,4
163350,2857,R,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,628.92",140,4
163349,2863,R,N,26TH,ST,KANSAS CITY,66104,KENWOOD,40,"6,716.09",140,4
163345,2239,,,HICKAM,DR,KANSAS CITY,66104,KENWOOD,0,"4,523.34",240,4
163338,2927,R,,HICKAM,DR,KANSAS CITY,66104,KENWOOD,40,"4,531.50",120,4
163335,2933,R,,HICKAM,DR,KANSAS CITY,66104,KENWOOD,40,"4,371.30",120,4
163334,2935,R,,HICKAM,DR,KANSAS CITY,66104,KENWOOD,40,"4,275.71",120,4
163137,2636,R,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,30,"7,963.92",140,1
163135,2628,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,40,"4,445.61",240,1
163134,2632,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,60,"7,199.10",280,1
163132,2640,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,50,"6,063.39",260,1
163130,2646,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,41,"4,896.49",250,1
163127,2645,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,37.5,"4,511.28",240,1
163126,2643,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,62.5,"7,854.80",280,1
163125,2639,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,50,"5,883.97",260,1
163122,2629,,N,21ST,ST,KANSAS CITY,66104,LONGWOOD ANNEX,75,"7,494.50",280,1
163116,2640,,N,20TH,ST,KANSAS CITY,66104,LONGWOOD ANNEX,30,"3,670.85",230,1
163115,2646,,N,20TH,ST,KANSAS CITY,66104,LONGWOOD ANNEX,50,"6,315.66",270,1
163040,2724,,N,21ST,ST,KANSAS CITY,66104,TUXEDO PARK ANNEX,41.5,"5,501.77",260,1
163022,2724,,N,20TH,ST,KANSAS CITY,66104,TUXEDO PARK ANNEX,41.5,"5,087.07",250,1
163021,2726,,N,20TH,ST,KANSAS CITY,66104,TUXEDO PARK ANNEX,41.5,"5,128.09",260,1
163016,2727,,N,20TH,ST,KANSAS CITY,66104,TUXEDO PARK ANNEX,0,"4,806.47",250,1
162939,2802,,N,21ST,ST,KANSAS CITY,66104,TUXEDO PARK,37.5,"5,218.24",260,1
162935,2814,,N,21ST,ST,KANSAS CITY,66104,TUXEDO PARK,50,"6,521.34",260,1
162928,2817,,N,21ST,ST,KANSAS CITY,66104,TUXEDO PARK,34.4,"4,196.58",240,1
162816,2718,,N,21ST,PL,KANSAS CITY,66104,ANGLEWOOD,43,"5,312.73",260,1
162814,2724,,N,21ST,PL,KANSAS CITY,66104,ANGLEWOOD,46,"5,207.36",260,1
162813,2726,,N,21ST,PL,KANSAS CITY,66104,ANGLEWOOD,43,"5,292.29",260,1
162807,2748,,N,21ST,PL,KANSAS CITY,66104,ANGLEWOOD,50,"6,007.83",260,1
162606,3026,,N,20TH,ST,KANSAS CITY,66104,"MORASCH,CHARLES ESTATE SUB",50,"7,877.05",260,1
162600,2936,,N,18TH,ST,KANSAS CITY,66104,"MORASCH,CHARLES ESTATE SUB",253,"36,584.15",570,1
162507,3086,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,0,"6,816.59",140,1
162506,3058,,N,18TH,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,395.07",280,1
162499,3079,,N,22ND,ST,KANSAS CITY,66104,ELBA PLACE,50,"6,519.93",270,1
162490,3049,,N,22ND,ST,KANSAS CITY,66104,ELBA PLACE,20,"2,861.44",210,1
162485,3031,,N,22ND,ST,KANSAS CITY,66104,ELBA PLACE,33,"4,291.95",240,1
162484,3029,,N,22ND,ST,KANSAS CITY,66104,ELBA PLACE,35,"4,498.25",240,1
162481,3032,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,434.57",280,1
162476,3048,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,412.34",280,1
162475,3050,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,50,"6,719.55",270,1
162474,3052,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,50,"6,221.74",270,1
162472,3068,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,75,"10,551.49",310,1
162466,3094,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,75,"9,329.82",300,1
162465,3099,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,50,"6,809.25",270,1
162463,3085,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,37.5,"5,619.69",260,1
162453,3051,,N,21ST,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,624.56",280,1
162435,3044,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,118.43",280,1
162434,3056,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,75,"10,814.84",310,1
162433,3058,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,50,"6,318.47",270,1
162430,3072,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,125,"17,807.26",190,1
162427,3094,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,33.34,"4,347.67",120,1
162426,3096,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,33.33,"4,905.63",130,1
162419,3075,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,245.63",140,1
162418,3069,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,100,"14,624.19",180,1
162417,3063,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,155.00",140,1
162416,3061,,N,20TH,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,608.93",280,1
162410,3042,,N,18TH,ST,KANSAS CITY,66104,ELBA PLACE,110,"15,955.82",360,1
162403,3084,,N,18TH,ST,KANSAS CITY,66104,ELBA PLACE,50,"7,088.06",270,1
162103,3038,,N,22ND,ST,KANSAS CITY,66104,MAPLE LAWN,33.33,"4,832.27",250,1
162102,3040,,N,22ND,ST,KANSAS CITY,66104,MAPLE LAWN,33.34,"4,525.11",240,1
162001,3094,,N,22ND,ST,KANSAS CITY,66104,BENTON PARK,50,"6,376.00",270,1
161100,1735,,S,22ND,ST,KANSAS CITY,66106,SANTA FE PLACE,100,"13,596.36","20,810.00",3
160527,1630,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,33.33,"3,546.32",430,3
160522,1642,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,35,"2,800.14",420,3
160521,1640,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,25,"2,737.47",410,3
160520,1638,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,25,"2,684.27",410,3
160519,1636,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,25,"2,504.16",400,3
160518,1634,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,25,"2,761.66",410,3
160517,1632,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,100,"10,238.01",560,3
160515,1628,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,33.33,"3,399.93",430,3
160514,1626,R,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,25,"3,316.13",420,3
160513,1626,,S,18TH,ST,KANSAS CITY,66106,EWINGS ADD,50,"6,344.24",500,3
160411,1711,,,METROPOLITAN,AVE,KANSAS CITY,66103,KANSAS TOWN CO 1ST ADD,50,"5,909.64",980,3
160401,1602,,S,17TH,ST,KANSAS CITY,66103,KANSAS TOWN CO 1ST ADD,42.5,"7,493.89","1,030.00",3
160300,2061,,N,27TH,ST,KANSAS CITY,66104,ROSS PLACE,44,"5,553.73",260,4
160161,2646,,N,21ST,PL,KANSAS CITY,66104,KLAMM ESTATE SUB,61.9,"9,310.04",300,1
160159,2641,R,N,22ND,ST,KANSAS CITY,66104,KLAMM ESTATE SUB,0,"7,173.93",140,1
160158,2639,,N,22ND,ST,KANSAS CITY,66104,KLAMM ESTATE SUB,50,"12,649.48",330,1
160153,2615,,N,22ND,ST,KANSAS CITY,66104,KLAMM ESTATE SUB,45,"5,301.25",260,1
160133,2704,,N,22ND,ST,KANSAS CITY,66104,KLAMM ESTATE SUB,50,"22,954.70",430,4
159825,2104,,N,22ND,ST,KANSAS CITY,66104,CROWN HEIGHTS,45.5,"4,713.63",250,4
159823,2112,,N,22ND,ST,KANSAS CITY,66104,CROWN HEIGHTS,45.5,"4,335.76",240,4
159822,2116,,N,22ND,ST,KANSAS CITY,66104,CROWN HEIGHTS,107,"10,437.10",310,4
159802,2400,,,GREELEY,AVE,KANSAS CITY,66104,CROWN HEIGHTS,45.5,"5,341.11",260,4
159624,2055,,N,22ND,ST,KANSAS CITY,66104,LUSTIGS ADD,60,"7,292.10",280,4
159623,2057,,N,22ND,ST,KANSAS CITY,66104,LUSTIGS ADD,30,"3,713.38",230,4
159613,2103,,N,22ND,ST,KANSAS CITY,66104,LUSTIGS ADD,40,"5,178.60",260,4
159202,2513,,N,22ND,ST,KANSAS CITY,66104,DOUSTS RES,103.2,"7,713.22","9,380.00",4
159112,2408,,N,20TH,ST,KANSAS CITY,66104,TRULLS ADD,40,"5,857.73",260,4
159111,2410,,N,20TH,ST,KANSAS CITY,66104,TRULLS ADD,30,"5,847.79",260,4
159024,2512,,N,21ST,ST,KANSAS CITY,66104,MARMON PLACE,116.4,"6,162.18",270,4
159013,2520,,N,20TH,ST,KANSAS CITY,66104,MARMON PLACE,37.5,"4,504.51",240,4
158942,2624,,N,21ST,ST,KANSAS CITY,66104,EDGEWOOD,49.5,"4,642.92",260,1
158935,2603,,N,22ND,ST,KANSAS CITY,66104,EDGEWOOD,61,"5,620.22",260,1
158934,2607,,N,22ND,ST,KANSAS CITY,66104,EDGEWOOD,37.5,"4,468.13",240,1
158911,2615,,N,20TH,ST,KANSAS CITY,66104,EDGEWOOD,37.5,"4,386.97",240,1
158903,2610,,N,18TH,ST,KANSAS CITY,66104,EDGEWOOD,50,"5,416.20",260,1
158763,2818,,,HIAWATHA,ST,KANSAS CITY,66104,HAZEL ROSE,37.5,"4,336.87",240,1
158759,2836,,,HIAWATHA,ST,KANSAS CITY,66104,HAZEL ROSE,60,"3,895.50",230,1
158735,2811,,,HIAWATHA,ST,KANSAS CITY,66104,HAZEL ROSE,35,"4,997.82",250,1
158711,2813,,,CISSNA,ST,KANSAS CITY,66104,HAZEL ROSE,50,"6,397.04",270,1
158710,2811,,,CISSNA,ST,KANSAS CITY,66104,HAZEL ROSE,25,"3,597.98",220,1
158639,3025,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,32.5,"3,886.64",230,1
158618,2910,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,25,"3,214.26",220,1
158617,2914,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,25,"6,060.91",260,1
158615,2966,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"5,755.35",260,1
158614,2960,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,25,"2,968.19",210,1
158612,2954,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,37.5,"4,787.51",250,1
158602,2951,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,386.27",270,1
158601,2955,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,086.81",260,1
158600,2959,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,75,"9,298.31",300,1
158598,2969,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,024.71",260,1
158591,2938,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,51.4,"6,040.27",260,1
158549,3002,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,462.42",270,1
158546,3014,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,140.75",270,1
158543,3020,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,33,"4,489.02",240,1
158540,3036,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,249.68",270,1
158538,3040,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,75,"9,333.06",300,1
158537,3047,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,369.91",270,1
158536,3043,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,240.38",270,1
158535,3039,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,37.5,"4,929.02",250,1
158534,3037,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,62.5,"7,668.43",280,1
158533,3027,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,75,"9,362.44",300,1
158532,3023,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,42.5,"5,548.41",260,1
158525,3002,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,33.33,"4,277.15",240,1
158524,3004,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,33.33,"4,363.54",240,1
158519,3020,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,35,"4,369.74",240,1
158517,3028,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,161.97",270,1
158516,3034,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,121.03",270,1
158515,3036,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,50,"6,047.49",260,1
158514,3040,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,37.5,"4,762.67",250,1
158513,3042,,,HIAWATHA,ST,KANSAS CITY,66104,ELMGROVE PLACE,37.5,"4,305.86",240,1
158508,3052,,,HUTCHINGS,ST,KANSAS CITY,66104,ELMGROVE PLACE,75,"8,971.71",290,1
158459,1806,,,CLEVELAND,AVE,KANSAS CITY,66104,FOREST PARK,50,"4,747.59",250,1
158453,1517,,,CLEVELAND,AVE,KANSAS CITY,66104,FOREST PARK,50,"5,998.81",260,1
158440,1723,,,CLEVELAND,AVE,KANSAS CITY,66104,FOREST PARK,50,"5,967.75",270,1
158428,1824,,,CLEVELAND,AVE,KANSAS CITY,66104,FOREST PARK,60,"5,834.81",260,1
158425,1802,,,CLEVELAND,AVE,KANSAS CITY,66104,FOREST PARK,50,"3,689.24",230,1
158420,1736,,,CLEVELAND,AVE,KANSAS CITY,66104,FOREST PARK,50,"4,548.75",240,1
158407,1528,,,CLEVELAND,AVE,KANSAS CITY,66104,FOREST PARK,50,"4,636.67",250,1
158308,2635,,N,18TH,ST,KANSAS CITY,66104,LONGWOOD,40,"4,629.24",250,1
158263,2512,,,CISSNA,ST,KANSAS CITY,66104,LONGWOOD,25,"3,167.33",220,1
158228,2520,,,ALDEN,ST,KANSAS CITY,66104,LONGWOOD,50,"5,501.94",260,1
158227,2526,,,ALDEN,ST,KANSAS CITY,66104,LONGWOOD,50,"5,503.73",260,1
158215,2511,,,ALDEN,ST,KANSAS CITY,66104,LONGWOOD,50,"4,539.70",240,1
158205,2551,,,ALDEN,ST,KANSAS CITY,66104,LONGWOOD,30,"3,090.68",220,1
158203,2555,,,ALDEN,ST,KANSAS CITY,66104,LONGWOOD,50,"4,231.38",240,1
158201,2567,,,ALDEN,ST,KANSAS CITY,66104,LONGWOOD,56,"4,999.39",250,1
157970,2301,,N,10TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B1‐3,50,"6,377.93",270,1
157951,2312,,N,9TH,ST,KANSAS CITY,66101,WESTERN HIGHLANDS B1‐3,40,"4,477.12",240,1
157925,2400,,N,9TH,ST,KANSAS CITY,66101,WESTERN HIGHLANDS B1‐3,33.33,"4,793.45",250,1
157924,2402,,N,9TH,ST,KANSAS CITY,66101,WESTERN HIGHLANDS B1‐3,33.33,"4,168.61",240,1
157921,901,,,CLEVELAND,AVE,KANSAS CITY,66101,WESTERN HIGHLANDS B1‐3,122,"12,818.26",330,1
157912,2511,,N,10TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B1‐3,75,"7,438.21",280,1
157793,1340,,,GREELEY,AVE,KANSAS CITY,66104,WESTERN HIGHLANDS B25‐28,50,"5,362.84",260,1
157786,1318,,,GREELEY,AVE,KANSAS CITY,66104,WESTERN HIGHLANDS B25‐28,65,"7,595.48",280,1
157734,2308,,N,13TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B25‐28,60,"7,800.95",280,1
157733,2310,,N,13TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B25‐28,44,"5,824.96",260,1
157720,1341,,,CLEVELAND,AVE,KANSAS CITY,66104,WESTERN HIGHLANDS B25‐28,33.33,"4,188.41",240,1
157646,2606,,N,13TH,ST,KANSAS CITY,66104,"WESTERN HIGHLANDS B15‐17,22‐24",50,"7,899.62",280,1
157645,2610,,N,13TH,ST,KANSAS CITY,66104,"WESTERN HIGHLANDS B15‐17,22‐24",50,"6,213.98",270,1
157628,2700,,N,13TH,ST,KANSAS CITY,66104,"WESTERN HIGHLANDS B15‐17,22‐24",35,"4,377.74",240,1
157627,2704,,N,13TH,ST,KANSAS CITY,66104,"WESTERN HIGHLANDS B15‐17,22‐24",30,"3,747.58",230,1
157598,2510,,N,13TH,ST,KANSAS CITY,66104,"WESTERN HIGHLANDS B15‐17,22‐24",50,"6,456.49",270,1
157580,1340,,,CLEVELAND,AVE,KANSAS CITY,66104,"WESTERN HIGHLANDS B15‐17,22‐24",35,"4,163.76",240,1
157525,1228,,,CLEVELAND,AVE,KANSAS CITY,66104,"WESTERN HIGHLANDS B15‐17,22‐24",50,"6,152.13","20,760.00",1
157470,2416,,N,10TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B5‐6,50,"6,793.49",270,1
157422,1054,,,CLEVELAND,AVE,KANSAS CITY,66104,WESTERN HIGHLANDS B5‐6,40,"4,573.48",240,1
157404,2500,,N,10TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B5‐6,50,"6,817.30",270,1
157402,2510,,N,10TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B5‐6,40,"5,667.51",260,1
157215,1217,,,GREELEY,AVE,KANSAS CITY,66104,WESTERN HIGHLANDS B18‐21,40,"8,777.78",290,1
157208,2110,,N,12TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B18‐21,30,"3,438.08",220,1
157206,2114,,N,12TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS B18‐21,32,"3,664.27",220,1
157161,2115,,N,12TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS 1ST ADD,33.34,"3,753.23","11,940.00",1
157106,2407,,N,12TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS 1ST ADD,30,"4,075.26",230,1
157105,2409,,N,12TH,ST,KANSAS CITY,66104,WESTERN HIGHLANDS 1ST ADD,30,"3,622.50",230,1
156826,2106,,N,11TH,ST,KANSAS CITY,66104,ROCKINGHAM PLACE,31.25,"2,444.81",200,1
156825,2108,,N,11TH,ST,KANSAS CITY,66104,ROCKINGHAM PLACE,31.25,"2,672.51",210,1
156824,2110,,N,11TH,ST,KANSAS CITY,66104,ROCKINGHAM PLACE,31.25,"2,523.31",200,1
156822,2114,,N,11TH,ST,KANSAS CITY,66104,ROCKINGHAM PLACE,31.25,"1,938.60",190,1
156812,2202,,N,11TH,ST,KANSAS CITY,66104,ROCKINGHAM PLACE,33.33,"2,469.93",200,1
156811,2206,,N,11TH,ST,KANSAS CITY,66104,ROCKINGHAM PLACE,33.33,"2,612.36",210,1
156810,2204,,N,11TH,ST,KANSAS CITY,66104,ROCKINGHAM PLACE,33.33,"2,675.12",210,1
156793,1005,,,LAFAYETTE,AVE,KANSAS CITY,66104,ROCKINGHAM PLACE,44,"4,210.44",240,4
156791,1012,,,LAFAYETTE,AVE,KANSAS CITY,66104,ROCKINGHAM PLACE,33.33,"4,347.74",240,4
156786,1030,,,LAFAYETTE,AVE,KANSAS CITY,66104,ROCKINGHAM PLACE,37.5,"4,983.46",250,4
